startup_name,industry,country,founded_year,startup_age,funding_stage,total_funding_usd,team_size,monthly_revenue_usd,annual_revenue_usd,active_users,customer_growth_rate,burn_rate,runway_months,valuation_usd,business_model,number_of_competitors,market_size_usd,market_growth_rate,founder_experience_years,previous_startups,employee_growth_rate,customer_retention_rate,profitability,startup_stage,acquisition_status,ipo_status,success_label,startup_description,website,logo_url,headquarters_city,headquarters_state,headquarters_country,funding_round_date,top_investor,competitor_1,competitor_2,competitor_3,market_trend_score,innovation_score,investor_interest_score,technology_stack,target_audience,unique_selling_proposition,startup_stage_description,employee_count_last_year,monthly_active_users_last_year,customer_acquisition_cost_usd,lifetime_value_usd
TerraSpace Retail,Healthcare,India,2022,4,Series A,4208346.0,31.0,306125.0,3673500.0,5407.0,0.1337,0.0,999.0,22063000.0,Subscription,7.0,3787670110.0,0.3822,19.0,2.0,0.4664,0.8311,True,Mature,Acquired,Private,Successful,"A healthcare startup providing an integrated Subscription ecosystem for teleconsultations and digital health record management. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.terraspaceretail.com,https://placehold.co/200x200?text=TerraSpace%20Retail,Chennai,Tamil Nadu,India,2024-03-05,Accel,PharmEasy,Tata 1mg,Cult.fit,90,77,65,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Working professionals seeking corporate mental wellness and physical fitness plans.,Proprietary AI diagnostic screening assistant boasting a validated 98.4% clinical accuracy rate.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",27.0,5085.0,176.05,794.25
Sevahub,Fintech,India,2022,4,Bootstrapped,0.0,3.0,14409.0,172908.0,12110.0,0.078,10312.56,2.2,737000.0,B2C,12.0,29324135165.0,0.1748,1.0,2.0,0.1803,0.6523,False,Early Traction,Not Acquired,Private,Failed,"An innovative B2C platform simplifying digital payments and financial access for underbanked populations in India. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.sevahub.com,https://placehold.co/200x200?text=Sevahub,Bengaluru,Karnataka,India,2024-12-06,Peak XV Partners,Pine Labs,Juspay,BharatPe,53,54,53,"Go, Gin, React, MySQL, GCP, Redis, RabbitMQ, Kubernetes",Retail individual investors seeking simple mutual fund and gold investments.,AI-powered credit scoring engine that processes unbanked user profiles in under 30 seconds.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,2.0,7458.0,67.68,313.07
BazaarFit,CleanTech,India,2018,8,Series B,12546054.0,235.0,2813770.0,33765240.0,126452.0,0.4138,0.0,999.0,84711000.0,SaaS,5.0,14963988801.0,0.1824,11.0,3.0,1.37,0.9212,True,Scaling,Not Acquired,Private,Successful,An electric vehicle startup building a smart SaaS battery-swapping network for commercial 3-wheelers. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.bazaarfit.com,https://placehold.co/200x200?text=BazaarFit,Mumbai,Maharashtra,India,2021-11-27,Nexus Venture Partners,Ather Energy,Yulu,Lithium Logistics,72,63,69,"Python, C++, AWS IoT, PostgreSQL, MATLAB, Docker, Grafana",Manufacturing compliance departments auditing scopes of factory emissions.,Enterprise carbon ledger software that automatically scrapes utilities usage invoices.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",175.0,120077.0,792.26,3461.35
FlexCare,Proptech,India,2017,9,Series B,19631404.0,184.0,872971.0,10475652.0,1412339.0,0.0617,0.0,999.0,98162000.0,B2C,6.0,545945105.0,0.0664,9.0,0.0,0.1488,0.6251,True,Scaling,Not Acquired,Private,Failed,"A zero-brokerage residential listing marketplace utilizing a smart B2C matching algorithm for young professionals. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.flexcare.com,https://placehold.co/200x200?text=FlexCare,Pune,Maharashtra,India,2022-11-11,Elevation Capital,Magicbricks,Magicpin,NestAway,20,34,27,"React, Node.js, MongoDB, AWS, Redis, Google Maps API, Stripe",Young IT professionals relocating to cities like Bengaluru and Pune.,Zero-brokerage rental platform providing 100% verified tenant credit and background reports.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,124.0,918935.0,393.28,1355.87
BazaarBus,E-commerce,India,2017,9,Series A,1571617.0,31.0,139043.0,1668516.0,20957.0,0.06,0.0,999.0,8277000.0,Transactional,19.0,4364731734.0,0.0966,3.0,2.0,0.1973,0.6632,True,Scaling,Not Acquired,Private,Failed,"A specialized Transactional platform offering premium beauty and personal care products tailored for Indian skin tones. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.bazaarbus.com,https://placehold.co/200x200?text=BazaarBus,Hyderabad,Telangana,India,2019-09-03,Accel,BigBasket,Nykaa,Amazon India,86,25,12,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe","Gen Z and millennial shoppers seeking ethical, direct-to-consumer fashion products.",Optimized next-day parcel delivery to Tier-2 and Tier-3 Indian cities at rock-bottom prices.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,21.0,16729.0,55.64,210.55
DukaanKart,Logistics,India,2017,9,Series A,1551208.0,62.0,361799.0,4341588.0,238289.0,0.2679,0.0,999.0,7127000.0,Freemium,6.0,6794851941.0,0.27,9.0,4.0,0.9177,0.7628,True,Scaling,Not Acquired,Private,Successful,"A smart cold-chain tracking system providing Freemium temperature telemetry and automated alerts for fresh produce. Utilizing state-of-the-art technological pipelines, they are aggressively expanding their regional footprint across the subcontinent.",https://www.dukaankart.com,https://placehold.co/200x200?text=DukaanKart,Gurugram,Haryana,India,2018-05-06,Elevation Capital,Dunzo,Rivigo,Shiprocket,35,74,61,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",D2C brands seeking same-day and next-day distribution optimization.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",51.0,195721.0,270.38,827.51
Betaspace Digital,SaaS,India,2017,9,Series C,37502974.0,688.0,5281452.0,63377424.0,73473.0,0.151,0.0,999.0,233680000.0,Subscription,14.0,9332768292.0,0.1233,17.0,4.0,0.5593,0.9448,True,Mature,Not Acquired,Private,Successful,A collaborative no-code Subscription spreadsheet platform designed specifically for remote product and design teams. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.betaspacedigital.com,https://placehold.co/200x200?text=Betaspace%20Digital,Noida,Uttar Pradesh,India,2022-07-17,Steadview Capital,Zoho,WebEngage,BrowserStack,24,45,67,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Digital marketing agencies managing multiple high-spend advertising campaigns.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,"Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",566.0,69773.0,378.44,1484.42
QuantumScale,Healthcare,India,2022,4,Series A,1670601.0,64.0,366439.0,4397268.0,228290.0,0.1501,0.0,999.0,9435000.0,Freemium,2.0,3582961757.0,0.243,14.0,0.0,0.4886,0.8967,True,Scaling,Not Acquired,Private,Successful,"A diagnostic-tech company leveraging Freemium distribution to deliver rapid pathology lab tests directly to homes. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.quantumscale.com,https://placehold.co/200x200?text=QuantumScale,Gurugram,Haryana,India,2025-07-06,Matrix Partners India,Practo,HealthifyMe,Cult.fit,43,93,100,"Node.js, Express, Flutter, MongoDB, GCP, Firebase, Twilio APIs",Patients in metropolitan areas needing quick at-home diagnostic screenings.,Proprietary AI diagnostic screening assistant boasting a validated 98.4% clinical accuracy rate.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",58.0,191293.0,145.19,611.09
Hyperfit,Logistics,India,2016,10,Bootstrapped,0.0,1.0,1121.0,13452.0,4293.0,0.0675,10208.5,1.7,39000.0,B2C,4.0,5196986246.0,0.2449,13.0,1.0,0.2304,0.5582,False,Early Traction,Not Acquired,Private,Failed,"A freight logistics startup providing an on-demand B2C marketplace matching shippers with empty container trucks. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.hyperfit.com,https://placehold.co/200x200?text=Hyperfit,New Delhi,Delhi,India,2021-11-22,Peak XV Partners,Shadowfax,Shiprocket,ElasticRun,41,39,50,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",D2C brands seeking same-day and next-day distribution optimization.,Dynamic routing algorithm that reduces last-mile dispatch miles by up to 25%.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,1.0,4032.0,293.34,1118.03
CredBike,AI & Machine Learning,India,2022,4,Series B,9586077.0,70.0,426668.0,5120016.0,1000.0,0.1367,0.0,999.0,62415000.0,B2B,7.0,18634412709.0,0.2461,18.0,0.0,0.4822,0.8932,True,Scaling,Acquired,Private,Successful,"A computer vision company building B2B visual inspection tools for quality assurance in logistics lines. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.credbike.com,https://placehold.co/200x200?text=CredBike,Bengaluru,Karnataka,India,2026-10-20,Lightspeed India,Arya.ai,Yellow.ai,Crux,80,48,82,"Python, PyTorch, FastAPI, PostgreSQL, AWS, Docker, Kubernetes",Enterprise customer service divisions wishing to automate voice operations.,Real-time conversational voice AI engine fine-tuned to capture 12 major Indian accents.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",47.0,945.0,1151.74,4951.22
ArogyaDhan Technologies,SaaS,India,2022,4,Series B,10375772.0,56.0,1453827.0,17445924.0,65150.0,0.2054,0.0,999.0,61589000.0,SaaS,6.0,9155770720.0,0.1998,14.0,4.0,0.5983,0.7705,True,Scaling,Not Acquired,Private,Successful,"A customer-experience SaaS platform that automates omnichannel marketing workflows using natural language processing. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.arogyadhantechnologies.com,https://placehold.co/200x200?text=ArogyaDhan%20Technologies,Bengaluru,Karnataka,India,2025-01-16,Elevation Capital,Zoho,Freshworks,CleverTap,78,25,92,"Node.js, Express, React, MongoDB, AWS, Redis, Docker, GitHub Actions",Digital marketing agencies managing multiple high-spend advertising campaigns.,Advanced no-code workflow automations that sync legacy databases to modern cloud channels.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",45.0,39183.0,346.38,1358.48
MantraVentures,Fintech,India,2018,8,Bootstrapped,0.0,6.0,1294.0,15528.0,16.0,-0.1307,20223.35,0.6,85000.0,Subscription,24.0,29285435271.0,0.3337,7.0,0.0,-0.4,0.5343,True,Early Traction,Not Acquired,Private,Failed,A modern financial technology startup building secure Subscription APIs to help businesses automate treasury and payouts. The company aims to streamline daily operational workflows and lower transaction costs for its growing customer base.,https://www.mantraventures.com,https://placehold.co/200x200?text=MantraVentures,Noida,Uttar Pradesh,India,2020-04-13,Peak XV Partners,Razorpay,Paytm,Setu,82,35,19,"Python, Django, React, PostgreSQL, AWS, Redis, Docker, Celery",Small and Medium Enterprises (SMEs) struggling with cash flow management.,AI-powered credit scoring engine that processes unbanked user profiles in under 30 seconds.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,4.0,14.0,170.38,697.86
Eduwave,SaaS,India,2020,6,Seed,1008899.0,12.0,38750.0,465000.0,129.0,0.1138,1676.61,48.0,27747000.0,B2B,20.0,1145322990.0,0.1945,20.0,0.0,0.3278,0.7928,False,Early Traction,Not Acquired,Private,Failed,"A collaborative no-code B2B spreadsheet platform designed specifically for remote product and design teams. With a dedicated focus on user experience and localization, they are solving critical pain points in highly fragmented sectors.",https://www.eduwave.com,https://placehold.co/200x200?text=Eduwave,Bengaluru,Karnataka,India,2020-12-03,Antler India,BrowserStack,MoEngage,Postman,75,53,44,"Python, FastAPI, Vue.js, PostgreSQL, GCP, Firebase, Docker",Digital marketing agencies managing multiple high-spend advertising campaigns.,Real-time collaborative product mapping workspace that runs natively inside browser tabs.,Struggling to sustain daily operations due to cash runway constraints and customer churn.,8.0,104.0,192.94,659.17
Credflow,E-commerce,India,2021,5,Series C,54205171.0,358.0,3643757.0,43725084.0,7532.0,0.219,0.0,999.0,225273000.0,B2B,7.0,980577972.0,0.1941,17.0,3.0,0.7733,0.8111,True,Mature,Not Acquired,Private,Successful,"A fast-growing B2B brand marketplace offering hand-curated sustainable home decor products. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.credflow.com,https://placehold.co/200x200?text=Credflow,Mumbai,Maharashtra,India,2026-03-05,SoftBank Vision Fund,Zepto,BigBasket,Meesho,38,40,92,"React, Node.js, Express, PostgreSQL, AWS, Elasticsearch, Redis, Stripe",Tier-2 city households purchasing bulk monthly groceries online.,"Direct-to-consumer model connecting organic farmers to households, bypassing local brokers.","Optimizing bottom-line operating margins, maintaining market dominance, and preparing for future exits.",269.0,5111.0,31.56,156.55
OmniPay,Healthcare,India,2024,2,Series A,6636864.0,45.0,455690.0,5468280.0,6050.0,0.4457,0.0,999.0,18514000.0,Subscription,16.0,18679324772.0,0.2708,16.0,4.0,1.4247,0.8962,True,Scaling,Not Acquired,Private,Successful,"An health-wellness company offering a custom Subscription fitness and preventive care ecosystem for corporate employees. By removing unnecessary middlemen, the team is empowering small businesses to scale efficiently in a digital-first economy.",https://www.omnipay.com,https://placehold.co/200x200?text=OmniPay,Bengaluru,Karnataka,India,2025-06-18,Matrix Partners India,Tata 1mg,Cult.fit,Curefit,100,43,71,"Java, Spring Boot, React, MySQL, AWS, Kubernetes, HL7 Integrations",Working professionals seeking corporate mental wellness and physical fitness plans.,Proprietary AI diagnostic screening assistant boasting a validated 98.4% clinical accuracy rate.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",35.0,4648.0,111.68,387.79
Sevaspace,Logistics,India,2023,3,Series A,5483349.0,41.0,610814.0,7329768.0,2701.0,0.3538,0.0,999.0,25028000.0,B2B,4.0,14045344235.0,0.1343,19.0,4.0,1.1481,0.835,True,Scaling,Not Acquired,Private,Successful,"A freight logistics startup providing an on-demand B2B marketplace matching shippers with empty container trucks. The platform leverages proprietary algorithms to deliver premium, customizable solutions at a fraction of standard market costs.",https://www.sevaspace.com,https://placehold.co/200x200?text=Sevaspace,Bengaluru,Karnataka,India,2026-06-07,Elevation Capital,Delhivery,Shadowfax,Shiprocket,81,51,64,"Go, Python, PostgreSQL, AWS S3, RabbitMQ, Docker, Google Maps API",Small trucking companies trying to reduce deadhead return miles.,IoT-connected temperature tracking label designed for pharmaceutical supply chains.,"Growing market share, expanding engineering and sales teams, and scaling system servers.",30.0,2541.0,390.53,1727.63
